title,project_description,gse_id,keywords,notes,timepoints,time_type,doses,vaccine_type,pathogen_type,target_pathogen,specific_pathogen,target_antigen,specific_antigen,adjuvanted,viral_vector,main_sample_source,specific_sample_source,administration_route,sequencing,gpl,gdstype,taxon,pdat,suppfile,pubmedids
Andes virus mRNA vaccines: comparison of unmodified and modified mRNA platforms [scRNA-seq],"Andes virus (ANDV) is a rodent-borne zoonotic orthohantavirus endemic in South America that causes hantavirus pulmonary syndrome in humans, with up to a 40% case fatality rate. We developed ANDV mRNA vaccines based on the M segment of the viral genome that codes for glycoproteins Gn and Gc in a single open reading frame of glycoprotein precursor (GPC). We generated RNAs either with regular uridine (U-mRNA) or N1-methylpseudouridine (m1Ψ-mRNA). Mice immunized by either ANDV U-mRNA or m1Ψ-mRNA developed similar germinal center responses in lymph nodes. Single cell RNA and BCR sequencing of germinal center B cells from vaccinated mice demonstrated similar levels of activation, except an additional cluster of cells exhibiting strong interferon response that was present in animals vaccinated with U-mRNA but not m1Ψ-mRNA. Furthermore, similar immunoglobulin class-switching and somatic hypermutations were observed for the two vaccines. Golden Syrian hamsters were immunized intramuscularly with 2 doses of the vaccines on days 0 and 21. The titers of Gn/Gc-binding antibodies were moderately greater for U-mRNA construct than for m1Ψ-mRNA construct, however, the titers of ANDV-neutralizing antibodies were equivalent. Vaccinated animals were challenged with a lethal dose of ANDV at 21 days after the boost, along with the naïve control group. All control animals succumbed to infection whereas all vaccinated animals survived without any detectable disease or viral load. The data demonstrate the development of effective vaccines against ANDV and the lack of a significant effect of m1Ψ mRNA modification on immunogenicity and protection in the hamster model. Overall design: Ten-week-old BALB/c mice, four per group, were immunized intramuscularly with one dose of 25 µg of either U-mRNA or m1Ψ-mRNA formulated with LNP. Twelve days after immunization animals were euthanized, and draining inguinal and popliteal lymph nodes harvested and pooled for each mouse for cell sorting. Germinal center B cells were sorted and sequenced to generate single cell 5' gene expression and V(D)J libraries.",GSE240062,"andes virus, mrna, m segment, intramuscular, vdj",NA,12.0,Day,NA,RNA,Virus,Andes virus,NA,M segment,NA,NA,NA,Lymph node,GC B cells,ID,VDJseq,GPL24247,Expression profiling by high throughput sequencing,Mus musculus,2024/07/01,H5AD,39080316
Single cell analysis uncovers novel populations of CD4+ T cells associated with antifungal vaccine efficacy,"Memory T cells underpin vaccine-induced immunity but are not yet fully understood. To distinguish features of memory cells that confer protective immunity, we used single cell transcriptome analysis to compare antigen-specific CD4+ T cells recalled to lungs of mice that received a protective or nonprotective subunit vaccine followed by challenge with a fungal pathogen. We unexpectedly found populations specific to protection that expressed a strong type I interferon response signature, whose distinctive transcriptional signature appeared unconventionally dependent on IFNγ receptor. We also detected a unique population enriched in protection that highly expressed genes for chemokine CCL5 and natural killer cell marker NKG7. Lastly, we detected differences in TCR gene use and in Th1- and Th17-skewed responses after protective and nonprotective vaccine, respectively, reflecting heterogeneous Ifng- and Il17a-expressing populations. Our findings highlight key features of transcriptionally diverse and distinctive antigen-specific T cells associated with protective vaccine-induced immunity. Overall design: Mice were inoculated either intranasally (IN) or subcutaneously (SC) with Blastomyces dermatitidis endoglucanase-2 (Bl-Eng2) six weeks prior to pathogen challenge. Tetramer-positive CD4+ T cells were FACS sorted and sequenced 3 days after the pulmonary challenge with B. dermatitidis",GSE198466,"antifungal, intranasal, subcutaneous, blastomyces dermatitidis, challenge",NA,6//3,Week//Day,NA,SU,Fungi,B. dermatitidis,NA,Bl-Eng2,NA,NA,NA,Lung,TCD4,IN,scRNAseq,GPL24247,Expression profiling by high throughput sequencing,Mus musculus,2022/09/15,H5,36060075
Single cell analysis uncovers novel populations of CD4+ T cells associated with antifungal vaccine efficacy,"Memory T cells underpin vaccine-induced immunity but are not yet fully understood. To distinguish features of memory cells that confer protective immunity, we used single cell transcriptome analysis to compare antigen-specific CD4+ T cells recalled to lungs of mice that received a protective or nonprotective subunit vaccine followed by challenge with a fungal pathogen. We unexpectedly found populations specific to protection that expressed a strong type I interferon response signature, whose distinctive transcriptional signature appeared unconventionally dependent on IFNγ receptor. We also detected a unique population enriched in protection that highly expressed genes for chemokine CCL5 and natural killer cell marker NKG7. Lastly, we detected differences in TCR gene use and in Th1- and Th17-skewed responses after protective and nonprotective vaccine, respectively, reflecting heterogeneous Ifng- and Il17a-expressing populations. Our findings highlight key features of transcriptionally diverse and distinctive antigen-specific T cells associated with protective vaccine-induced immunity. Overall design: Mice were inoculated either intranasally (IN) or subcutaneously (SC) with Blastomyces dermatitidis endoglucanase-2 (Bl-Eng2) six weeks prior to pathogen challenge. Tetramer-positive CD4+ T cells were FACS sorted and sequenced 3 days after the pulmonary challenge with B. dermatitidis",GSE198466,"antifungal, intranasal, subcutaneous, blastomyces dermatitidis, challenge",NA,6//3,Week//Day,NA,SU,Fungi,B. dermatitidis,NA,Bl-Eng2,NA,NA,NA,Lung,TCD4,SC,scRNAseq,GPL24247,Expression profiling by high throughput sequencing,Mus musculus,2022/09/15,H5,36060075
RNA-sequencing of NALT from mouse after intranasal immunization with B. abortus rMDH loaded chitosan nanoparticles (CNs),"Brucellosis is a serious zoonotic disease caused by the genus Brucella, a group of Gram-negative and facultative intracellular bacteria. At present, although live attenuated vaccine such as Rev.1, S19 and RB51 have been widely used for bovine brucellosis, these vaccines have some drawbacks, and safe and effective alternatives have been demanded. Previously, our group showed that several Brucella proteins malate dehydrogenase (rMDH) are effective in eliciting IgG responses in murine model following intraperitoneal injection. The Brucella infections are usually transmitted through mucosal membrane via oral or aerosol exposure. Therefore, induction of mucosal immunity is promising contribute in development of vaccine. In the study, rMDH was loaded with chitosan nanoparticles (CNs) which is mucoadhesive, biocompatible, nontoxic, and immune-enhancing adjuvant to induce both systemic and mucosal immunity. Then, in order to evaluate immunogenicity of the antigen in BALB/C mouse, total RNA from nasal-associated lymphoid tissues at 1 h, 6 h, 12 h after intranasal immunization was analyzed using RNA-seq. Overall design: mRNA profiles of NALT from mice at 1 hour, 6 hours, and 12 hours after immunization with CNs - rMDH. PBS *h = NALT from mice at *hours after immunization with PBS as control 1 CNs *h = NALT from mice at *hours after immunization with chitosan nanoparticles (CNs) only as control 2 TF *h = NALT from mice at *hours after immunization with rTrigger Factor (recombinant protein vector) loaded CNs as control 3 MDH *h =NALT from mice at *hours after immunization with rMDH loaded CNs as test group.",GSE125765,"bovine crucellosis, bacteria, rMDH protein",NA,1//5//12,Hour,NA,SU,Bacteria,Bovine crucellosis,NA,rMDH protein,NA,NA,NA,Nasal-associated lymphoid tissue,NALT,IN,Bulk,GPL17021,Expression profiling by high throughput sequencing,Mus musculus,2019/01/29,TXT,32027689
Transcriptome analysis of Brucella abortus S19∆per (a perosaminesynthetase gene mutant of strain S19)  immunized mice spleen revealed activation of MHC-I and MHC-II pathways,"Goal: High-throughput sequencing-by-synthesis (Illumina) RNA sequencing technology was carried out with an aim to gain deeper understanding of immune host protective mechanisms. Here, RNA-seq was applied to understand the differential gene expression profile of mice spleen following immunization with Brucella abortus S19∆per mutant (perosamine synthetase gene mutant of Brucella abortus S19) in comparison to mock immunized mice spleen (PBS inoculated). Methods: RNA-seq data of 15th day post immunized mice spleen (with Brucella abortus S19∆per) and PBS control mice were generated by deep sequencing ( in duplicate) using IlluminaNextSeq 500 . The sequence reads that passed quality filters were analyzed for transcript abundance using RSEM package (RNA-Seq by Expectation Maximization) (Li and Dewey, 2011). Breifly, the RSEM package generated a reference sequence based on given mouse transcript annotations (Mus_musculus.GrCm38.83.chr.gtf.gz). The Bowtie allignmet tool available within the package was used to calculate expected counts (number of mapped reads) using quality trimmed reads and reference sequence.   Finally, the expected counts estimated by RSEM were fed into different DE package tools, such as DESeq2 (Love et al., 2014), edgeR (Robinson et al., 2010) and EBSeq (Leng et al., 2013) in order to identify differentially expressed genes across spleen samples (B. abortus S19∆per versus (vs) PBS control. Functional annotation of  differently expressed genes were carried out using g:Profiler (Reimandet al., 2016; http://biit.cs.ut.ee/gprofiler/). Results:  A mean of 37.58 million processed reads (range: 30.51 million to 51.79 million reads per individual RNA-seq library) were generated during the experiment. The expected counts generated by the RSEM package followed by differential analysis calculation using different DE packages identified a total of 1917 differentially expressed genes (DEGs), of which 968 and 949 genes were up- and down-regulated respectively. Functional annotation revealed 545 significantly enriched genes to be associated with immune system processes within the total 1917 differentially expressed genes. Further analysis revealed 21 genes showing significant expression were also in MHC-I and MHC-II antigen processing and presentation pathway during S19∆per immunization. Conclusions:The RNA-seq data revealed the coordinated up-regulation of MHC-I and MHC-II processing pathways providing insights into the molecular mechanism of immune protection conferred by B. abortus S19∆per in mice at day 15 post immunization and might aid in the development of new attenuated vaccine strains with improved efficacy. Overall design: Spleen RNA profiles of 15 day post immunized mice (Brucella abortus S19∆per) and control (not immunized) were generated by deep sequencing, in duplicate, using IlluminaNextSeq 500",GSE121040,"brucella abortus, spleen",NA,NA,NA,NA,AT,Bacteria,Brucella,abortus,S19∆per mutant,NA,NA,NA,Spleen,NA,IPeri,Bulk,GPL19057,Expression profiling by high throughput sequencing,Mus musculus,2019/10/09,TXT,33062939
Transcriptional profiling of spleens from mice challenged with Brucella melitensis with or without prior vaccination.,"We isolated RNA from whole spleens of mice challenged with B. melitensis, some of which were vaccinated prior to infection. Overall design: Comparative gene expression profiling analysis spleens from C57BL/6J mice after two weeks of challenge with Brucella melitensis.  Mice also received PBS or the S19 vaccine four weeks prior to challenge.",GSE254248,"brucella melitensis, bacterium,",NA,2.0,Week,NA,AT,Bacteria,Brucella,melitensis,Whole,NA,NA,NA,Spleen,NA,SC,Bulk,GPL24247,Expression profiling by high throughput sequencing,Mus musculus,2024/01/30,XLSX,38586904
Innate cells and STAT1-dependent signals orchestrate vaccine-induced protection against invasive Cryptococcus infection,"Fungal pathogens are underappreciated causes of significant morbidity and mortality worldwide. In previous studies we determined that a heat-killed, Cryptococcus neoformans fbp1-deficient strain (HK-fbp1) is a potent vaccine candidate. We determined that vaccination with HK-fbp1 confers protective immunity against lethal Cryptococcosis in an interferon γ (IFNγ)-dependent manner. In this study, we set out to uncover cellular sources and relevant targets of the protective effects of IFNγ in response to the HK-fbp1 vaccine. We found that early IFNγ production peaks at day 3 and that monocytes and neutrophils are important sources of this cytokine after vaccination. Neutralization of IFNγ at day 3 results in impaired CCR2+ monocyte recruitment and reduced differentiation into monocyte-derived dendritic cells (Mo-DC). In turn, depletion of CCR2+ cells prior to immunization results in impaired activation of IFNγ-producing CD4 and CD8 T cells. Thus, monocytes are important targets of innate IFNγ and help promote further IFNγ production by lymphocytes. We employed monocyte-fate mapper and conditional STAT1 knockout mice to uncover that STAT1 activation in CD11c+ cells, including alveolar macrophages, Mo-DCs, and monocyte-derived macrophages (Mo-Mac) is essential for HK-fbp1 vaccine-induced protection. Altogether, our aggregate findings suggest critical roles for innate cells as orchestrators of vaccine-induced protection against Cryptococcus infection. Overall design: We hypothesize that the important roles observed for both CCR2+ and CD11c+ cells might be connected to the interrelationship of these populations where CCR2+ monocytes give rise to important CD11c+ effectors that no longer express CCR2. Thus, we set out to examine whether monocytes give rise to alveolar macrophages after HK-fbp1 immunization. To this end, we employed CX3CR1CreER tamoxifen- inducible cre mice crossed to Rosa26floxedTdTomato mice. This model allows us examine murine macrophage and monocyte fate mapping analysis by administration of tamoxifen.  We injected mice with 2.5mg tamoxifen on day -1 on CX3CR1CreER x RosaR26TdTomato mice (monocyte fate mapper), and immunized mice with HK-fbp1 on day 0. On day 30 post vaccination, we sacrificed mice, and sorted tissue-derived alveolar macrophage (TD-AMs, CD45+DAPI-CD11c+SiglecFhi TdTomato-) and monocyte-derived AMs (Mo-AMs, CD45+DAPI-CD11c+SiglecFhi TdTomato+) the lung. Naive control is from Dr. Dane Park's group previous sorted naive AMs. We then performed gene expression profiling analysis on these sorted cell population.",GSE271485,"cryptococcus neoformans, lungs",NA,NA,NA,NA,AT,Fungi,C. neoformans,NA,Whole,NA,NA,NA,Lung,NA,IPeri,Bulk,GPL24247,Expression profiling by high throughput sequencing,Mus musculus,2024/09/17,SF,39324785
CARD9-associated Dectin-1 and Dectin-2 are Required for Protective Immunity of a Multivalent Vaccine Against Coccidioides posadasii Infection,"Preparation of sequencing libraries and sequencing analysis using Illumina HiSeq 3000 platform (50 bp single-read module) were conducted at the Genomics Core of UT Health San Antonio. Sequencing reads were preprocessed by Trim Sequences tools in CLC Genomics workbench. Remaining reads were then aligned to mouse GRCm38(mm10) reference genome using RNA-Seq Analysis module in CLC Genomics workbench. To determine differentially expressed genes, exact test were performed after filtering lowly expressed gene (counts per million < 1 in more than three samples across the dataset) using edgeR package (Robinson, McCarthy et al. 2010). Gene Ontology (GO) analysis were performed using DAVID (Dennis, Sherman et al. 2003) and then visualized by GOplot (Walter, Sanchez-Cabo et al. 2015). Overall design: BMMs were incubated with GCP-rCpa1 at a ratio of 50:1 for 12 hours with 5% CO2. BMMs incubated with PBS served as controls. Total RNA was isolated from BMMs cells using the Qiagen RNeasy kit.",GSE133140,"coccidioides, bulk, BMM cells, ?",NA,NA,NA,NA,SU,Fungi,C. posadasii,NA,GCP-rCpa1,NA,NA,NA,Bone marrow,macrophages,SC,Bulk,GPL21493,Expression profiling by high throughput sequencing,Mus musculus,2020/04/16,"CSV, TXT",32358020
Immunization Induces Inflammation in the Mouse Heart during Spaceflight,"Space travel is a growing area of interest and includes initiatives such as NASA's Moon-to-Mars Mission. Studies conducted on the cardiovascular effects of space travel reveal changes in morphology, metabolism, and function. In this study, the cardiovascular response to immunization in space was studied in mice which were housed and immunized while on the International Space Station (ISS).  Mice were immunized with tetanus toxoid combined with the adjuvant CpG (TT+CpG) and the effects of vaccination in space were studied using transcriptomics. Analysis of the murine heart transcriptome was performed on ground, flight-control, and flight-immunized mice. Results showed that immunization aboard the ISS stimulates heightened inflammation in the heart via induction of the NF-κB signaling pathway. Overall design: Determine changes in differential expression of transcripts in the heart of mice immunized aboard the ISS.",GSE268421,"tetanus toxoid, cpg, space,",NA,5.0,Week,NA,TX,Bacteria,C. tetani,NA,Tetanus toxin,NA,CpG,NA,Heart,NA,IPeri,Bulk,GPL24247,Expression profiling by high throughput sequencing,Mus musculus,2025/02/25,XLSX,40065216
Splenic memory CD8 T cell signature of enhanced responsiveness to vaccine boost,"We addressed the question of primed CD8 T cell responsiveness to boost in a Balb/c mouse model of vaccination against gag of HIV-1, namely intramuscular (i.m.) prime with the Chimpanzee adenovector ChAd3-gag and i.m. boost with Modified Virus Ankara MVA-gag. In this setting, boost was more effective at day(d)100 than at d30 post-prime, as evaluated by multi-lymphoid organ assessment of gag-specific CD8 T cell frequency, CD62L-phenotype and in vivo killing activity at d45 post-boost. RNA-sequencing was used to compare memory signature of gag-specific spleen CD8 T cells at d100 post-prime with those at d30. Overall design: Bulk RNA was sequenced from sorted spleen gag-specific CD8 T cells (average 93% pure Tetr-gag+Pent-gag+CD3+CD8+ cells) at d30 and d100 post-prime, in 4 independent experiments with a total of 7 samples (A_d30; B_d30; C_d30; D_d30; B_d100; C_d100.1; C_d100.2).",GSE207389,"spleen, HIV-1, intramuscular, ChAd, adenovirus, MVA ankara, prime boost, bulk RNAseq",NA,?,NA,NA,VV,Virus,ChAd,NA,Whole,NA,NA,Ad (ChAd),Spleen,NA,IM,Bulk,GPL21103,Expression profiling by high throughput sequencing,Mus musculus,2023/03/08,"TXT, XLSX",36865556
Dengue specific immunoglobulin repertoires comparison between the repeated and epitope-decreased immunizations,"This study aims to under the characteristics and diversitification of Dengue speicific immunoglobulin repertoires after different immunization strategies in mouse. We propose two different immunization strategies in dengue vaccine development, one is repeated strategy, which DENV1 virus  and administrated three times. The other one is epitope-decreased sequential strategy, which sequetially administrated DENV1 virus, DENV1 E protein and DENV1 E protein domain III subunit. Overall design: C57BL/6J (B6) mice were injected with either repeated or sequential strategy.  The Dengue specific B cells were fished out from immunized mice splenocytes by Dengue Env protein probes. After cDNA and Ig specific amplification, the RNA-seq libraries were preparated and subjected to MiSeq V3 2 × 301 bp sequencing.",GSE154371,"dengue, denv1 E, D3, b cells, spleen",NA,NA,NA,NA,SU,Virus,Dengue virus,NA,ED3,NA,NA,NA,Spleen,B cells,IM,Bulk,GPL16417,Expression profiling by high throughput sequencing,Mus musculus,2020/09/23,CSV,33101316
Dengue specific immunoglobulin repertoires comparison between the repeated and epitope-decreased immunizations,"This study aims to under the characteristics and diversitification of Dengue speicific immunoglobulin repertoires after different immunization strategies in mouse. We propose two different immunization strategies in dengue vaccine development, one is repeated strategy, which DENV1 virus  and administrated three times. The other one is epitope-decreased sequential strategy, which sequetially administrated DENV1 virus, DENV1 E protein and DENV1 E protein domain III subunit. Overall design: C57BL/6J (B6) mice were injected with either repeated or sequential strategy.  The Dengue specific B cells were fished out from immunized mice splenocytes by Dengue Env protein probes. After cDNA and Ig specific amplification, the RNA-seq libraries were preparated and subjected to MiSeq V3 2 × 301 bp sequencing.",GSE154371,"dengue, denv1 E, D3, b cells, spleen",NA,NA,NA,NA,INF,Virus,Dengue virus,NA,Whole,NA,NA,NA,Spleen,B cells,IM,Bulk,GPL16417,Expression profiling by high throughput sequencing,Mus musculus,2020/09/23,CSV,33101316
Transcriptional responses in muscle of pregnant mouse upon immunization,"Vaccination in pregnancy is an effective tool to protect both the mother and infant. Vaccines against tetanus, pertussis and influenza are recommended for use in pregnancy and new vaccines with specific indications for pregnancy are in the clinical trials pipeline. However our understanding of the immune response to vaccination in pregnancy is incomplete. We compared the effect of pregnancy on early (24 hours) transcriptional responses to vaccination. Pregnant mice and women were immunised with Boostrix-IPV, a vaccine containing pertussis antigens. Overall design: Twenty mice (10 pregnant and 10 controls) were immunised intramuscularly with Boostrix-IPV® (produced by GlaxoSmithKline containing diphtheria toxoid, tetanus toxoid, inactivated polio virus and three Bordetella pertussis antigens) or saline as an injection control. Muscle samples were collected 24 hours after immunisation and the extracted RNA was analysed by murine microarray analysis. John S. Tregoning, Department of Infectious Disease, St Mary’s Campus, Imperial College London, W2 1PG. January Weiner 3rd, Core Unit Bioinformatics, Berlin Institute of Health, Berlin, Germany",GSE144218,"pertussis, boostrix-IPV, microarray, pregnant",Pregnant mice,24.0,Hour,NA,Multiple,Bacteria,DTP,NA,Boostrix,NA,NA,NA,Muscle,NA,IM,Microarray,GPL10787,Expression profiling by array,Mus musculus,2020/01/25,TXT,32219001
Identification of Biomarkers of Vaccine Reactogenicity,"Systems vaccinology approaches have been used to successfully define early signatures of the vaccine-induced immune response. However, the possibility that transcriptomics can also predict vaccine reactogenicity has not been fully explored. We have compared four licensed vaccines that have a demonstrated safety profile, as well as three agonists of TLRs that have a known inflammatory potential, to elucidate the transcriptomic profile of an acceptable response to a vaccination versus those which push the inflammatory envelope. In mice, we looked at the transcriptomic changes in the injected muscle, the lymph node that drained the muscle and the PBMC isolated from the circulating blood from the very early timepoint of 4 hours to over the period of one week. A detailed examination and comparative analysis of the transcriptome from each of these tissues, at all the timepoints of 4, 8, 24, 48, 72 and 168 hr and with these eight different vaccines, TLR or saline control injections, revealed a set of novel biomarkers that are reflective of inflammation after vaccination. These biomarkers are easily sampled and readily measurable in the peripheral blood, providing a useful tool to predict levels of reactogenicity, as a way to select candidates with acceptable immunogenicity and safety profiles. Overall design: High-quality RNA samples isolated from muscle tissue excised around the injection site, the draining medial iliac lymph nodes (MLN) and total PBMCs of mice at 4, 8, 24, 48, 72, 168 hours after the vaccination were subjected to genome-wide transcriptome analysis.",GSE120661,"reactogenicity, pbmcs, different licensed vaccines,",Reactogenicity,4//8//24//48//72//168,Hour,NA,Multiple,Bacteria,DTP-IPV-HBV,NA,Pentavac,NA,NA,NA,Blood,PBMCs,IM,Microarray,GPL10787,Expression profiling by array,Mus musculus,2019/01/31,TXT,31084714
Novel transcriptional and translational biomarkers of tularemia vaccine efficacy in a mouse inhalation model: proof of concept,"Francisella tularensis subspecies tularensis (Ftt) is extremely virulent for humans when inhaled as small particle aerosols (<5μm). Inhalation of ≥ 20 viable bacteria is sufficient to initiate infection with a mortality rate ≥30%. Consequently, in the past, Ftt became a primary candidate for biological weapons development. To counter this threat, the USA developed a live vaccine strain that showed efficacy in humans against inhalation of virulent Ftt. However, the breakthrough dose was fairly low and protection waned with time. These weaknesses triggered extensive research for better vaccine candidates. Previously, we  showed that deleting the clpB gene from virulent Ftt strain, SCHU S4,  resulted in a mutant that was significantly less virulent than LVS for mice, yet better protected them from aerosol challenge with wild-type SCHU S4.  To date, comprehensive searches for correlates of protection for SCHU S4 ΔclpB among molecules that are critical signatures of cell-mediated immunity, have yielded little reward. In this study we used transcriptomics analysis to expand the potential range of molecular correlates of protection induced by vaccination with SCHU S4 ΔclpB beyond the usual candidates.  The results provide proof-of-concept that unusual host responses to vaccination can potentially serve as novel efficacy biomarkers for new tularemia vaccines. Overall design: In this study we used transcriptomics analysis to expand the potential range of molecular correlates of protection induced by vaccination with SCHU S4 ΔclpB beyond the usual candidates.  The comparative study of transcriptomics were performed between LVS and one of the SCHU S4 deletion mutants ΔclpB, ΔgplX and ΔlpcC and all vaccinated samples compared with each other. The results provide proof-of-concept that unusual host responses to vaccination can potentially serve as novel efficacy biomarkers for new tularemia vaccines",GSE186408,"francisella tularensis, bacteria,",NA,?,NA,NA,AT,Bacteria,F. tularensis,NA,Whole,NA,NA,NA,Spleen,NA,ID,Bulk,GPL13112,Expression profiling by high throughput sequencing,Mus musculus,2022/01/26,XLSX,
