MGI Marker Accession ID,Mouse Gene Symbol,Mouse NCBI Gene ID,HGNC ID,Human Gene Symbol,Human NCBI Gene ID
MGI:1917403,Qng1,70153,HGNC:28144,QNG1,84267
MGI:1917786,Qpct,70536,HGNC:9753,QPCT,25797
MGI:1914619,Qpctl,67369,HGNC:25952,QPCTL,54814
MGI:1914625,Qprt,67375,HGNC:9755,QPRT,23475
MGI:3630329,Qrfp,227717,HGNC:29982,QRFP,347148
MGI:1916482,Qrich1,69232,HGNC:24713,QRICH1,54870
MGI:2684912,Qrich2,217341,HGNC:25326,QRICH2,84074
MGI:1923813,Qrsl1,76563,HGNC:21020,QRSL1,55278
MGI:2138986,Qser1,99003,HGNC:26154,QSER1,79832
MGI:1330818,Qsox1,104009,HGNC:9756,QSOX1,5768
MGI:2387194,Qsox2,227638,HGNC:30249,QSOX2,169714
MGI:1931441,Qtrt1,60507,HGNC:23797,QTRT1,81890
MGI:1922194,Qtrt2,106248,HGNC:25771,QTRT2,79691
MGI:1919093,R3hcc1,71843,HGNC:27329,R3HCC1,203069
MGI:1196316,R3hcc1l,52013,HGNC:23512,R3HCC1L,27291
MGI:2448514,R3hdm1,226412,HGNC:9757,R3HDM1,23518
MGI:1919000,R3hdm2,71750,HGNC:29167,R3HDM2,22864
MGI:1924814,R3hdm4,109284,HGNC:28270,R3HDM4,91300
MGI:3650937,R3hdml,100043899,HGNC:16249,R3HDML,140902
MGI:105066,Rab10,19325,HGNC:9759,RAB10,10890
MGI:1858202,Rab11a,53869,HGNC:9760,RAB11A,8766
MGI:99425,Rab11b,19326,HGNC:9761,RAB11B,9230
MGI:1923017,Rab11fip1,75767,HGNC:30265,RAB11FIP1,80223
MGI:1922248,Rab11fip2,74998,HGNC:29152,RAB11FIP2,22841
MGI:2444431,Rab11fip3,215445,HGNC:17224,RAB11FIP3,9727
MGI:2442920,Rab11fip4,268451,HGNC:30267,RAB11FIP4,84440
MGI:1098586,Rab11fip5,52055,HGNC:24845,RAB11FIP5,26056
MGI:894284,Rab12,19328,HGNC:31332,RAB12,201475
MGI:1927232,Rab13,68328,HGNC:9762,RAB13,5872
MGI:1915615,Rab14,68365,HGNC:16524,RAB14,51552
MGI:1916865,Rab15,104886,HGNC:20150,RAB15,376267
MGI:104640,Rab17,19329,HGNC:16523,RAB17,64284
MGI:102790,Rab18,19330,HGNC:14244,RAB18,22931
MGI:103292,Rab19,19331,HGNC:19982,RAB19,401409
MGI:97842,Rab1a,19324,HGNC:9758,RAB1A,5861
MGI:102789,Rab20,19332,HGNC:18260,RAB20,55647
MGI:894308,Rab21,216344,HGNC:18263,RAB21,23011
MGI:105072,Rab22a,19334,HGNC:9764,RAB22A,57403
MGI:99833,Rab23,19335,HGNC:14263,RAB23,51715
MGI:105065,Rab24,19336,HGNC:9765,RAB24,53917
MGI:1858203,Rab25,53868,HGNC:18238,RAB25,57111
MGI:2443284,Rab26,328778,HGNC:14259,RAB26,25837
MGI:1861441,Rab27a,11891,HGNC:9766,RAB27A,5873
MGI:1931295,Rab27b,80718,HGNC:9767,RAB27B,5874
MGI:1917285,Rab28,100972,HGNC:9768,RAB28,9364
MGI:2385107,Rab29,226422,HGNC:9789,RAB29,8934
MGI:1928750,Rab2a,59021,HGNC:9763,RAB2A,5862
MGI:1923588,Rab2b,76338,HGNC:20246,RAB2B,84932
MGI:1923235,Rab30,75985,HGNC:9770,RAB30,27314
MGI:1914603,Rab31,106572,HGNC:9771,RAB31,11031
MGI:1915094,Rab32,67844,HGNC:9772,RAB32,10981
MGI:109493,Rab33a,19337,HGNC:9773,RAB33A,9363
MGI:1330805,Rab33b,19338,HGNC:16075,RAB33B,83452
MGI:104606,Rab34,19376,HGNC:16519,RAB34,83871
MGI:1924657,Rab35,77407,HGNC:9774,RAB35,11021
MGI:1924127,Rab36,76877,HGNC:9775,RAB36,9609
MGI:1929945,Rab37,58222,HGNC:30268,RAB37,326624
MGI:1919683,Rab38,72433,HGNC:9776,RAB38,23682
MGI:2442855,Rab39,270160,HGNC:16521,RAB39A,54734
MGI:1915040,Rab39b,67790,HGNC:16499,RAB39B,116442
MGI:97843,Rab3a,19339,HGNC:9777,RAB3A,5864
MGI:1917158,Rab3b,69908,HGNC:9778,RAB3B,5865
MGI:1914545,Rab3c,67295,HGNC:30269,RAB3C,115827
MGI:97844,Rab3d,19340,HGNC:9779,RAB3D,9545
MGI:2445001,Rab3gap1,226407,HGNC:17063,RAB3GAP1,22930
MGI:1916043,Rab3gap2,98732,HGNC:17168,RAB3GAP2,25782
MGI:1922010,Rab3il1,74760,HGNC:9780,RAB3IL1,5866
MGI:105933,Rab3ip,216363,HGNC:16508,RAB3IP,117177
MGI:2183454,Rab40c,224624,HGNC:18285,RAB40C,57799
MGI:2441753,Rab42,242681,HGNC:28702,RAB42,115273
MGI:1917084,Rab43,69834,HGNC:19983,RAB43,339122
MGI:3045302,Rab44,442827,HGNC:21068,RAB44,401258
MGI:105069,Rab4a,19341,HGNC:9781,RAB4A,5867
MGI:105071,Rab4b,19342,HGNC:9782,RAB4B,53916
MGI:105926,Rab5a,271457,HGNC:9783,RAB5A,5868
MGI:105938,Rab5b,19344,HGNC:9784,RAB5B,5869
MGI:105306,Rab5c,19345,HGNC:9785,RAB5C,5878
MGI:1914638,Rab5if,67388,HGNC:15870,RAB5IF,55969
MGI:107283,Rab6b,270192,HGNC:14902,RAB6B,51560
MGI:105068,Rab7,19349,HGNC:9788,RAB7A,7879
MGI:2442295,Rab7b,226421,HGNC:30513,RAB7B,338382
MGI:96960,Rab8a,17274,HGNC:7007,RAB8A,4218
MGI:2442982,Rab8b,235442,HGNC:30273,RAB8B,51762
MGI:1890695,Rab9,56382,HGNC:9792,RAB9A,9367
MGI:2442454,Rab9b,319642,HGNC:14090,RAB9B,51209
MGI:1201692,Rabac1,14470,HGNC:9794,RABAC1,10567
MGI:1860236,Rabep1,54189,HGNC:17677,RABEP1,9135
MGI:1917564,Rabep2,70314,HGNC:24817,RABEP2,79874
MGI:2139530,Rabepk,227746,HGNC:16896,RABEPK,10244
MGI:2385139,Rabgap1,227800,HGNC:17155,RABGAP1,23637
MGI:1352507,Rabgap1l,29809,HGNC:24663,RABGAP1L,9910
MGI:1929459,Rabgef1,56715,HGNC:17676,RABGEF1,27342
MGI:1860443,Rabggta,56187,HGNC:9795,RABGGTA,5875
MGI:99537,Rabggtb,19352,HGNC:9796,RABGGTB,5876
MGI:2138605,Rabif,98710,HGNC:9797,RABIF,5877
MGI:1914907,Rabl3,67657,HGNC:18072,RABL3,285282
MGI:2442633,Rabl6,227624,HGNC:24703,RABL6,55684
MGI:97845,Rac1,19353,HGNC:9801,RAC1,5879
MGI:97846,Rac2,19354,HGNC:9802,RAC2,5880
MGI:2180784,Rac3,170758,HGNC:9803,RAC3,5881
MGI:1349423,Racgap1,26934,HGNC:9804,RACGAP1,29127
MGI:101849,Rack1,14694,HGNC:4399,RACK1,10399
MGI:1316678,Rad1,19355,HGNC:9806,RAD1,5810
MGI:1333807,Rad17,19356,HGNC:9807,RAD17,5884
MGI:1890476,Rad18,58186,HGNC:18278,RAD18,56852
MGI:108016,Rad21,19357,HGNC:9811,RAD21,5885
MGI:3652039,Rad21l,668929,HGNC:16271,RAD21L1,642636
MGI:105126,Rad23a,19358,HGNC:9812,RAD23A,5886
MGI:105128,Rad23b,19359,HGNC:9813,RAD23B,5887
MGI:109292,Rad50,19360,HGNC:9816,RAD50,10111
MGI:97890,Rad51,19361,HGNC:9817,RAD51,5888
MGI:1098224,Rad51ap1,19362,HGNC:16956,RAD51AP1,10635
MGI:3644580,Rad51ap2,209550,HGNC:34417,RAD51AP2,729475
MGI:1099436,Rad51b,19363,HGNC:9822,RAD51B,5890
MGI:2150020,Rad51c,114714,HGNC:9820,RAD51C,5889
MGI:1261809,Rad51d,19364,HGNC:9823,RAD51D,5892
MGI:101949,Rad52,19365,HGNC:9824,RAD52,5893
MGI:3605986,Rad54b,623474,HGNC:17228,RAD54B,25788
MGI:894697,Rad54l,19366,HGNC:9826,RAD54L,8438
MGI:1933196,Rad54l2,81000,HGNC:29123,RAD54L2,23132
MGI:1328356,Rad9a,19367,HGNC:9827,RAD9A,5883
MGI:2385231,Rad9b,231724,HGNC:21700,RAD9B,144715
MGI:2443088,Radil,231858,HGNC:22226,RADIL,55698
MGI:2147848,Radx,102871,HGNC:25486,RADX,55086
MGI:1913929,Rae1,66679,HGNC:9828,RAE1,8480
MGI:97847,Raf1,110157,HGNC:9829,RAF1,5894
MGI:97848,Rag1,19373,HGNC:9831,RAG1,5896
MGI:97849,Rag2,19374,HGNC:9832,RAG2,5897
MGI:103291,Rai1,19377,HGNC:9834,RAI1,10743
MGI:1922896,Rai14,75646,HGNC:14873,RAI14,26064
MGI:1344378,Rai2,24004,HGNC:9835,RAI2,10742
MGI:1927243,Rala,56044,HGNC:9839,RALA,5898
MGI:1927244,Ralb,64143,HGNC:9840,RALB,5899
MGI:108466,Ralbp1,19765,HGNC:9841,RALBP1,10928
MGI:1931050,Ralgapa1,56784,HGNC:17770,RALGAPA1,253959
MGI:3036245,Ralgapa2,241694,HGNC:16207,RALGAPA2,57186
MGI:2444531,Ralgapb,228850,HGNC:29221,RALGAPB,57148
MGI:107485,Ralgds,19730,HGNC:9842,RALGDS,5900
MGI:1922008,Ralgps1,241308,HGNC:16851,RALGPS1,9649
MGI:1925505,Ralgps2,78255,HGNC:30279,RALGPS2,55103
MGI:97850,Raly,19383,HGNC:15921,RALY,22913
MGI:1924147,Ralyl,76897,HGNC:27036,RALYL,138046
MGI:1858418,Ramp1,51801,HGNC:9843,RAMP1,10267
MGI:1859650,Ramp2,54409,HGNC:9844,RAMP2,10266
MGI:1860292,Ramp3,56089,HGNC:9845,RAMP3,10268
MGI:96269,Ranbp1,19385,HGNC:9847,RANBP1,5902
MGI:1921584,Ranbp10,74334,HGNC:29285,RANBP10,57610
MGI:1929706,Ranbp17,66011,HGNC:14428,RANBP17,64901
MGI:894323,Ranbp2,19386,HGNC:9848,RANBP2,5903
MGI:1919060,Ranbp3,71810,HGNC:9850,RANBP3,8498
MGI:2444654,Ranbp3l,223332,HGNC:26353,RANBP3L,202151
MGI:2683212,Ranbp6,240614,HGNC:9851,RANBP6,26953
MGI:1928741,Ranbp9,56705,HGNC:13727,RANBP9,10048
MGI:103071,Rangap1,19387,HGNC:9854,RANGAP1,5905
MGI:1889073,Rangrf,57785,HGNC:17679,RANGRF,29098
MGI:97852,Rap1a,109905,HGNC:9855,RAP1A,5906
MGI:109338,Rap1gap,110351,HGNC:9858,RAP1GAP,5909
MGI:3028623,Rap1gap2,380711,HGNC:29176,RAP1GAP2,23108
MGI:2385189,Rap1gds1,229877,HGNC:9859,RAP1GDS1,5910
MGI:97855,Rap2a,76108,HGNC:9861,RAP2A,5911
MGI:1921262,Rap2b,74012,HGNC:9862,RAP2B,5912
MGI:1919315,Rap2c,72065,HGNC:21165,RAP2C,57826
MGI:104580,Rapgef1,107746,HGNC:4568,RAPGEF1,2889
MGI:2659071,Rapgef2,76089,HGNC:16854,RAPGEF2,9693
MGI:2441741,Rapgef3,223864,HGNC:16629,RAPGEF3,10411
MGI:1917723,Rapgef4,56508,HGNC:16626,RAPGEF4,11069
MGI:2444365,Rapgef5,217944,HGNC:16862,RAPGEF5,9771
MGI:2384761,Rapgef6,192786,HGNC:20655,RAPGEF6,51735
MGI:3611446,Rapgefl1,268480,HGNC:17428,RAPGEFL1,51195
MGI:1924550,Raph1,77300,HGNC:14436,RAPH1,65059
MGI:99422,Rapsn,19400,HGNC:9863,RAPSN,5913
MGI:97856,Rara,19401,HGNC:9864,RARA,5914
MGI:97857,Rarb,218772,HGNC:9865,RARB,5915
MGI:97858,Rarg,19411,HGNC:9866,RARG,5916
MGI:1924461,Rarres1,109222,HGNC:9867,RARRES1,5918
MGI:1918910,Rarres2,71660,HGNC:9868,RARRES2,5919
MGI:1914297,Rars1,104458,HGNC:9870,RARS1,5917
MGI:1923596,Rars2,109093,HGNC:21406,RARS2,57038
MGI:97860,Rasa1,218397,HGNC:9871,RASA1,5921
MGI:2149960,Rasa2,114713,HGNC:9872,RASA2,5922
MGI:1197013,Rasa3,19414,HGNC:20331,RASA3,22821
MGI:1330842,Rasal1,19415,HGNC:9873,RASAL1,8437
MGI:2443881,Rasal2,226525,HGNC:9874,RASAL2,9462
MGI:2444128,Rasal3,320484,HGNC:26129,RASAL3,64926
MGI:1270848,Rasd1,19416,HGNC:15828,RASD1,51655
MGI:1922391,Rasd2,75141,HGNC:18229,RASD2,23551
MGI:2448565,Rasef,242505,HGNC:26464,RASEF,158158
MGI:1917977,Rasgef1a,70727,HGNC:24246,RASGEF1A,221002
MGI:2443755,Rasgef1b,320292,HGNC:24881,RASGEF1B,153020
MGI:1921813,Rasgef1c,74563,HGNC:27400,RASGEF1C,255426
MGI:99694,Rasgrf1,19417,HGNC:9875,RASGRF1,5923
MGI:109137,Rasgrf2,19418,HGNC:9876,RASGRF2,5924
MGI:1314635,Rasgrp1,19419,HGNC:9878,RASGRP1,10125
MGI:1333849,Rasgrp2,19395,HGNC:9879,RASGRP2,10235
MGI:3028579,Rasgrp3,240168,HGNC:14545,RASGRP3,25780
MGI:2386851,Rasgrp4,233046,HGNC:18958,RASGRP4,115727
MGI:1917153,Rasip1,69903,HGNC:24716,RASIP1,54922
MGI:1922918,Rasl10a,75668,HGNC:16954,RASL10A,10633
MGI:2685575,Rasl10b,276952,HGNC:30295,RASL10B,91608
MGI:1916145,Rasl11a,68895,HGNC:23802,RASL11A,387496
MGI:1916189,Rasl11b,68939,HGNC:23804,RASL11B,65997
MGI:1918034,Rasl12,70784,HGNC:30289,RASL12,51285
MGI:1928386,Rassf1,56289,HGNC:9882,RASSF1,11186
MGI:1925998,Rassf10,78748,HGNC:33984,RASSF10,644943
MGI:2442060,Rassf2,215653,HGNC:9883,RASSF2,9770
MGI:2179722,Rassf3,192678,HGNC:14271,RASSF3,283349
MGI:2386853,Rassf4,213391,HGNC:20793,RASSF4,83937
MGI:1926375,Rassf5,54354,HGNC:17609,RASSF5,83593
MGI:1920496,Rassf6,73246,HGNC:20796,RASSF6,166824
MGI:1914235,Rassf7,66985,HGNC:1166,RASSF7,8045
MGI:1918573,Rassf8,71323,HGNC:13232,RASSF8,11228
MGI:2384307,Rassf9,237504,HGNC:15739,RASSF9,9182
MGI:1919016,Raver1,71766,HGNC:30296,RAVER1,125950
MGI:2443623,Raver2,242570,HGNC:25577,RAVER2,55225
MGI:109632,Rax,19434,HGNC:18662,RAX,30062
MGI:97874,Rb1,19645,HGNC:9884,RB1,5925
MGI:1341850,Rb1cc1,12421,HGNC:15574,RB1CC1,9821
MGI:1927369,Rbak,57782,HGNC:17680,RBAK,57786
MGI:1194912,Rbbp4,19646,HGNC:9887,RBBP4,5928
MGI:1918367,Rbbp5,213464,HGNC:9888,RBBP5,5929
MGI:894835,Rbbp6,19647,HGNC:9889,RBBP6,5930
MGI:1194910,Rbbp7,245688,HGNC:9890,RBBP7,5931
MGI:2442995,Rbbp8,225182,HGNC:9891,RBBP8,5932
MGI:3606212,Rbbp8nl,271887,HGNC:16144,RBBP8NL,140893
MGI:1347074,Rbbp9,26450,HGNC:9892,RBBP9,10741
MGI:1344372,Rbck1,24105,HGNC:15864,RBCK1,10616
MGI:1915981,Rbfa,68731,HGNC:26120,RBFA,79863
MGI:1926224,Rbfox1,268859,HGNC:18222,RBFOX1,54715
MGI:1933973,Rbfox2,93686,HGNC:9906,RBFOX2,23543
MGI:106368,Rbfox3,52897,HGNC:27097,RBFOX3,146713
MGI:1916376,Rbis,69126,HGNC:32235,RBIS,401466
MGI:1918586,Rbks,71336,HGNC:30325,RBKS,64080
MGI:103300,Rbl1,19650,HGNC:9893,RBL1,5933
MGI:105085,Rbl2,19651,HGNC:9894,RBL2,5934
MGI:2384310,Rbm10,236732,HGNC:9896,RBM10,8241
MGI:2447622,Rbm11,224344,HGNC:9897,RBM11,54033
MGI:1922960,Rbm12,75710,HGNC:9898,RBM12,10137
MGI:2443205,Rbm15,229700,HGNC:14959,RBM15,64783
MGI:1923598,Rbm15b,109095,HGNC:24303,RBM15B,29890
MGI:1924188,Rbm17,76938,HGNC:16944,RBM17,84991
MGI:1915139,Rbm18,67889,HGNC:28413,RBM18,92400
MGI:1921361,Rbm19,74111,HGNC:29098,RBM19,9904
MGI:1920963,Rbm20,73713,HGNC:27424,RBM20,282996
MGI:1914060,Rbm22,66810,HGNC:25503,RBM22,55696
MGI:3610364,Rbm24,666794,HGNC:21539,RBM24,221662
MGI:1914289,Rbm25,67039,HGNC:23244,RBM25,58517
MGI:1921463,Rbm26,74213,HGNC:20327,RBM26,64062
MGI:2147194,Rbm27,225432,HGNC:29243,RBM27,54439
MGI:2655711,Rbm28,68272,HGNC:21863,RBM28,55131
MGI:1099460,Rbm3,19652,HGNC:9900,RBM3,5935
MGI:1919670,Rbm33,381626,HGNC:27223,RBM33,155435
MGI:1098653,Rbm34,52202,HGNC:28965,RBM34,23029
MGI:1889294,Rbm38,56190,HGNC:15818,RBM38,55544
MGI:2157953,Rbm39,170791,HGNC:15923,RBM39,9584
MGI:1100865,Rbm4,19653,HGNC:9901,RBM4,5936
MGI:2444923,Rbm41,237073,HGNC:25617,RBM41,55285
MGI:1915285,Rbm42,68035,HGNC:28117,RBM42,79171
MGI:1918934,Rbm43,71684,HGNC:24790,RBM43,375287
MGI:2685663,Rbm44,329207,HGNC:24756,RBM44,375316
MGI:2387367,Rbm45,241490,HGNC:24468,RBM45,129831
MGI:3645057,Rbm46,633285,HGNC:28401,RBM46,166863
MGI:2384294,Rbm47,245945,HGNC:30358,RBM47,54502
MGI:2442653,Rbm48,269623,HGNC:21785,RBM48,84060
MGI:1913954,Rbm4b,66704,HGNC:28842,RBM4B,83759
MGI:1933204,Rbm5,83486,HGNC:9902,RBM5,10181
MGI:1338037,Rbm6,19654,HGNC:9903,RBM6,10180
MGI:1914260,Rbm7,67010,HGNC:9904,RBM7,10179
MGI:1913129,Rbm8a,60365,HGNC:9905,RBM8A,9939
MGI:1861774,Rbms1,56878,HGNC:9907,RBMS1,5937
MGI:1861776,Rbms2,56516,HGNC:9909,RBMS2,5939
MGI:2444477,Rbms3,207181,HGNC:13427,RBMS3,27303
MGI:1919414,Rbmx2,209003,HGNC:24282,RBMX2,51634
MGI:1923822,Rbmxl2,76572,HGNC:17886,RBMXL2,27288
MGI:97876,Rbp1,19659,HGNC:9919,RBP1,5947
MGI:97877,Rbp2,19660,HGNC:9920,RBP2,5948
MGI:97878,Rbp3,19661,HGNC:9921,RBP3,5949
MGI:97879,Rbp4,19662,HGNC:9922,RBP4,5950
MGI:1890409,Rbp7,63954,HGNC:30316,RBP7,116362
MGI:96522,Rbpj,19664,HGNC:5724,RBPJ,3516
MGI:1196616,Rbpjl,19668,HGNC:13761,RBPJL,11317
MGI:1334446,Rbpms,19663,HGNC:19097,RBPMS,11030
MGI:1919223,Rbpms2,71973,HGNC:19098,RBPMS2,348093
MGI:1925537,Rbsn,78287,HGNC:20759,RBSN,64145
MGI:1891829,Rbx1,56438,HGNC:9928,RBX1,9978
MGI:2685397,Rc3h1,381305,HGNC:29434,RC3H1,149041
MGI:2442789,Rc3h2,319817,HGNC:21461,RC3H2,54542
MGI:1890564,Rcan1,54720,HGNC:3040,RCAN1,1827
MGI:1858219,Rcan2,53901,HGNC:3041,RCAN2,10231
MGI:1858220,Rcan3,53902,HGNC:3042,RCAN3,11123
MGI:1918580,Rcbtb1,71330,HGNC:18243,RCBTB1,55213
MGI:1917200,Rcbtb2,105670,HGNC:1914,RCBTB2,1102
MGI:1913989,Rcc1,100088,HGNC:1913,RCC1,1104
MGI:2137600,Rcc1l,94254,HGNC:14948,RCC1L,81554
MGI:1919784,Rcc2,108911,HGNC:30297,RCC2,55920
MGI:2444156,Rccd1,269955,HGNC:30457,RCCD1,91433
MGI:1336895,Rce1,19671,HGNC:13721,RCE1,9986
MGI:1915348,Rchy1,68098,HGNC:17479,RCHY1,25898
MGI:1913275,Rcl1,59028,HGNC:17687,RCL1,10171
MGI:104559,Rcn1,19672,HGNC:9934,RCN1,5954
MGI:1349765,Rcn2,26611,HGNC:9935,RCN2,5955
MGI:1277122,Rcn3,52377,HGNC:21145,RCN3,57333
MGI:106340,Rcor1,217864,HGNC:17441,RCOR1,23186
MGI:1859854,Rcor2,104383,HGNC:27455,RCOR2,283248
MGI:2441920,Rcor3,214742,HGNC:25594,RCOR3,55758
MGI:2676394,Rcsd1,226594,HGNC:28310,RCSD1,92241
MGI:97883,Rcvrn,19674,HGNC:9937,RCVRN,5957
MGI:1921273,Rd3,74023,HGNC:19689,RD3,343035
MGI:2675860,Rd3l,217874,HGNC:40912,RD3L,647286
MGI:1924238,Rdh10,98711,HGNC:19975,RDH10,157506
MGI:102581,Rdh11,17252,HGNC:17964,RDH11,51109
MGI:1925224,Rdh12,77974,HGNC:19977,RDH12,145226
MGI:1918732,Rdh13,108841,HGNC:19978,RDH13,112724
MGI:1920402,Rdh14,105014,HGNC:19979,RDH14,57665
MGI:1201412,Rdh5,19682,HGNC:9940,RDH5,5959
MGI:2685028,Rdh8,235033,HGNC:14423,RDH8,50700
MGI:1913849,Rdm1,66599,HGNC:19950,RDM1,201299
MGI:97887,Rdx,19684,HGNC:9944,RDX,5962
MGI:1920923,Rec114,73673,HGNC:25065,REC114,283677
MGI:1929645,Rec8,56739,HGNC:16879,REC8,9985
MGI:1855698,Reck,53614,HGNC:11345,RECK,8434
MGI:103021,Recql,19691,HGNC:9948,RECQL,5965
MGI:1931028,Recql4,79456,HGNC:9949,RECQL4,9401
MGI:2156841,Recql5,170472,HGNC:9950,RECQL5,9400
MGI:3613655,Redic1,545126,HGNC:26846,REDIC1,283461
MGI:1098827,Reep1,52250,HGNC:25786,REEP1,65055
MGI:2385070,Reep2,225362,HGNC:17975,REEP2,51308
MGI:88930,Reep3,28193,HGNC:23711,REEP3,221035
MGI:1919799,Reep4,72549,HGNC:26176,REEP4,80346
MGI:1270152,Reep5,13476,HGNC:30077,REEP5,7905
MGI:1917585,Reep6,70335,HGNC:30078,REEP6,92840
MGI:1914959,Reg4,67709,HGNC:22977,REG4,83998
MGI:97897,Rel,19696,HGNC:9954,REL,5966
MGI:103290,Rela,19697,HGNC:9955,RELA,5970
MGI:103289,Relb,19698,HGNC:9956,RELB,5971
MGI:1922832,Relch,227446,HGNC:29289,RELCH,57614
MGI:2140767,Rell1,100532,HGNC:27379,RELL1,768211
MGI:1918044,Rell2,225392,HGNC:26902,RELL2,285613
MGI:103022,Reln,19699,HGNC:9957,RELN,5649
MGI:2443373,Relt,320100,HGNC:13764,RELT,84957
MGI:1097696,Rem1,19700,HGNC:15922,REM1,28954
MGI:2155260,Rem2,140743,HGNC:20248,REM2,161253
MGI:105940,Renbp,19703,HGNC:9959,RENBP,5973
MGI:1913782,Rep15,66532,HGNC:33748,REP15,387849
MGI:1889817,Repin1,58887,HGNC:17922,REPIN1,29803
MGI:1196373,Reps1,19707,HGNC:15578,REPS1,85021
MGI:2663511,Reps2,194590,HGNC:9963,REPS2,9185
MGI:1915080,Rer1,67830,HGNC:30309,RER1,11079
MGI:2683486,Rere,68703,HGNC:9965,RERE,473
MGI:2665139,Rerg,232441,HGNC:15980,RERG,85004
MGI:3642998,Rergl,632971,HGNC:26213,RERGL,79785
MGI:1914496,Resf1,67246,HGNC:25559,RESF1,55196
MGI:1098222,Resp18,19711,HGNC:33762,RESP18,389075
MGI:104897,Rest,19712,HGNC:9966,REST,5978
MGI:97902,Ret,19713,HGNC:9967,RET,5979
MGI:1888506,Retn,57264,HGNC:20389,RETN,56729
MGI:1913520,Retreg1,66270,HGNC:25964,RETREG1,54463
MGI:2388278,Retreg2,227298,HGNC:28450,RETREG2,79137
MGI:1915248,Retreg3,67998,HGNC:27258,RETREG3,162427
MGI:1914692,Retsat,67442,HGNC:25991,RETSAT,54884
MGI:1929074,Rev1,56210,HGNC:14060,REV1,51455
MGI:1337131,Rev3l,19714,HGNC:9968,REV3L,5980
MGI:1913712,Rex1bd,66462,HGNC:26098,REX1BD,55049
MGI:1914182,Rexo1,66932,HGNC:24616,REXO1,57455
MGI:1888981,Rexo2,104444,HGNC:17851,REXO2,25996
MGI:2684957,Rexo4,227656,HGNC:12820,REXO4,57109
MGI:1919402,Rexo5,434234,HGNC:24661,REXO5,81691
MGI:97891,Rfc1,19687,HGNC:9969,RFC1,5981
MGI:1341868,Rfc2,19718,HGNC:9970,RFC2,5982
MGI:1916513,Rfc3,69263,HGNC:9971,RFC3,5983
MGI:2146571,Rfc4,106344,HGNC:9972,RFC4,5984
MGI:1919401,Rfc5,72151,HGNC:9973,RFC5,5985
MGI:2145198,Rfesd,218341,HGNC:29587,RFESD,317671
MGI:1914588,Rffl,67338,HGNC:24821,RFFL,117584
MGI:1914688,Rfk,54391,HGNC:30324,RFK,55312
MGI:1920371,Rflna,73121,HGNC:27051,RFLNA,144347
MGI:1923816,Rflnb,76566,HGNC:28705,RFLNB,359845
MGI:894275,Rfng,19719,HGNC:9974,RFNG,5986
MGI:2684908,Rfpl4b,215919,HGNC:33264,RFPL4B,442247
MGI:3607791,Rft1,328370,HGNC:30220,RFT1,91869
MGI:1923688,Rftn1,76438,HGNC:30278,RFTN1,23180
MGI:1921263,Rftn2,74013,HGNC:26402,RFTN2,130132
MGI:2384584,Rfwd3,234736,HGNC:25539,RFWD3,55159
MGI:105982,Rfx1,19724,HGNC:9982,RFX1,5989
MGI:106583,Rfx2,19725,HGNC:9983,RFX2,5990
MGI:106582,Rfx3,19726,HGNC:9984,RFX3,5991
MGI:1918387,Rfx4,71137,HGNC:9985,RFX4,5992
MGI:1858421,Rfx5,53970,HGNC:9986,RFX5,5993
MGI:2445208,Rfx6,320995,HGNC:21478,RFX6,222546
MGI:2442675,Rfx7,319758,HGNC:25777,RFX7,64864
MGI:3588206,Rfx8,619289,HGNC:37253,RFX8,731220
MGI:1333865,Rfxank,19727,HGNC:9987,RFXANK,8625
MGI:2180854,Rfxap,170767,HGNC:9988,RFXAP,5994
MGI:1913464,Rgcc,66214,HGNC:20369,RGCC,28984
MGI:107484,Rgl1,19731,HGNC:30281,RGL1,23179
MGI:107483,Rgl2,19732,HGNC:9769,RGL2,5863
MGI:1918996,Rgl3,71746,HGNC:30282,RGL3,57139
MGI:2679262,Rgma,244058,HGNC:30308,RGMA,56963
MGI:1916049,Rgmb,68799,HGNC:26896,RGMB,285704
MGI:108024,Rgn,19733,HGNC:9989,RGN,9104
MGI:1915956,Rgp1,242406,HGNC:21965,RGP1,9827
MGI:1929473,Rgr,57811,HGNC:9990,RGR,5995
MGI:1354694,Rgs1,50778,HGNC:9991,RGS1,5996
MGI:1915115,Rgs10,67865,HGNC:9992,RGS10,6001
MGI:1354739,Rgs11,50782,HGNC:9993,RGS11,8786
MGI:1918979,Rgs12,71729,HGNC:9994,RGS12,6002
MGI:2180585,Rgs13,246709,HGNC:9995,RGS13,6003
MGI:1859709,Rgs14,51791,HGNC:9996,RGS14,10636
MGI:108407,Rgs16,19734,HGNC:9997,RGS16,6004
MGI:1927469,Rgs17,56533,HGNC:14088,RGS17,26575
MGI:1927498,Rgs18,64214,HGNC:14261,RGS18,64407
MGI:1915153,Rgs19,56470,HGNC:13735,RGS19,10287
MGI:1098271,Rgs2,19735,HGNC:9998,RGS2,5997
MGI:1929866,Rgs20,58175,HGNC:14600,RGS20,8601
MGI:3645243,Rgs21,624910,HGNC:26839,RGS21,431704
MGI:3613651,Rgs22,626596,HGNC:24499,RGS22,26166
MGI:1354734,Rgs3,50780,HGNC:9999,RGS3,5998
MGI:108409,Rgs4,19736,HGNC:10000,RGS4,5999
